,geometry,weight,time
48,"LINESTRING (127.3302321818182 36.3514249090909, 127.33904937142854 36.34903008571428)",3,2019-11-1 20:00:00
49,"LINESTRING (127.33904937142854 36.34903008571428, 127.33907079629623 36.35422407407406)",7,2019-11-1 20:00:00
50,"LINESTRING (127.33907079629623 36.35422407407406, 127.33904937142854 36.34903008571428)",6,2019-11-1 20:00:00
51,"LINESTRING (127.34304880000002 36.35478489090908, 127.34399532432431 36.360472959459464)",11,2019-11-1 20:00:00
52,"LINESTRING (127.36989105555556 36.3579876111111, 127.3625075675676 36.35858178378378)",8,2019-11-1 20:00:00
53,"LINESTRING (127.34814300000001 36.35941338461539, 127.34304880000002 36.35478489090908)",3,2019-11-1 20:00:00
54,"LINESTRING (127.34304880000002 36.35478489090908, 127.33907079629623 36.35422407407406)",13,2019-11-1 20:00:00
55,"LINESTRING (127.36429832857144 36.354548900000005, 127.36941216923076 36.35256150769229)",12,2019-11-1 20:00:00
56,"LINESTRING (127.36941216923076 36.35256150769229, 127.36928901818182 36.34575356363637)",9,2019-11-1 20:00:00
57,"LINESTRING (127.34399532432431 36.360472959459464, 127.33777995454547 36.360439727272734)",3,2019-11-1 20:00:00
58,"LINESTRING (127.33777995454547 36.360439727272734, 127.33892928571429 36.363657857142854)",5,2019-11-1 20:00:00
59,"LINESTRING (127.33904937142854 36.34903008571428, 127.34380941176471 36.3485604117647)",4,2019-11-1 20:00:00
60,"LINESTRING (127.34380941176471 36.3485604117647, 127.34821208510631 36.349695808510624)",3,2019-11-1 20:00:00
61,"LINESTRING (127.34821208510631 36.349695808510624, 127.35335434090915 36.350818386363635)",6,2019-11-1 20:00:00
62,"LINESTRING (127.35335434090915 36.350818386363635, 127.35852499999999 36.35456785483873)",8,2019-11-1 20:00:00
63,"LINESTRING (127.35852499999999 36.35456785483873, 127.36429832857144 36.354548900000005)",10,2019-11-1 20:00:00
64,"LINESTRING (127.34821208510631 36.349695808510624, 127.34884605000002 36.354509650000004)",10,2019-11-1 20:00:00
65,"LINESTRING (127.34884605000002 36.354509650000004, 127.35303427586213 36.359040568965526)",2,2019-11-1 20:00:00
66,"LINESTRING (127.33777995454547 36.360439727272734, 127.33907079629623 36.35422407407406)",3,2019-11-1 20:00:00
67,"LINESTRING (127.33904937142854 36.34903008571428, 127.34044566666667 36.34346566666667)",4,2019-11-1 20:00:00
68,"LINESTRING (127.34044566666667 36.34346566666667, 127.33535166666667 36.33811133333333)",1,2019-11-1 20:00:00
69,"LINESTRING (127.33535166666667 36.33811133333333, 127.33255557142856 36.33255042857143)",1,2019-11-1 20:00:00
70,"LINESTRING (127.33255557142856 36.33255042857143, 127.33852655555555 36.332247111111116)",3,2019-11-1 20:00:00
71,"LINESTRING (127.33852655555555 36.332247111111116, 127.344288 36.33210033333334)",4,2019-11-1 20:00:00
72,"LINESTRING (127.344288 36.33210033333334, 127.3472444 36.331758199999996)",4,2019-11-1 20:00:00
73,"LINESTRING (127.3472444 36.331758199999996, 127.34799269230767 36.32850576923077)",4,2019-11-1 20:00:00
74,"LINESTRING (127.34799269230767 36.32850576923077, 127.3472444 36.331758199999996)",6,2019-11-1 20:00:00
75,"LINESTRING (127.3472444 36.331758199999996, 127.349006625 36.33447654166667)",8,2019-11-1 20:00:00
76,"LINESTRING (127.349006625 36.33447654166667, 127.354179 36.33209075)",5,2019-11-1 20:00:00
77,"LINESTRING (127.354179 36.33209075, 127.35989911111109 36.33327188888889)",5,2019-11-1 20:00:00
78,"LINESTRING (127.35989911111109 36.33327188888889, 127.36870011111111 36.334413111111104)",2,2019-11-1 20:00:00
79,"LINESTRING (127.34380941176471 36.3485604117647, 127.35335434090915 36.350818386363635)",1,2019-11-1 20:00:00
80,"LINESTRING (127.3625075675676 36.35858178378378, 127.36989105555556 36.3579876111111)",7,2019-11-1 20:00:00
81,"LINESTRING (127.34821208510631 36.349695808510624, 127.34749191304348 36.342273478260864)",4,2019-11-1 20:00:00
82,"LINESTRING (127.34380941176471 36.3485604117647, 127.34304880000002 36.35478489090908)",1,2019-11-1 20:00:00
83,"LINESTRING (127.33907079629623 36.35422407407406, 127.33777995454547 36.360439727272734)",8,2019-11-1 20:00:00
84,"LINESTRING (127.33777995454547 36.360439727272734, 127.34399532432431 36.360472959459464)",6,2019-11-1 20:00:00
85,"LINESTRING (127.36928901818182 36.34575356363637, 127.36693094736843 36.33958268421052)",4,2019-11-1 20:00:00
86,"LINESTRING (127.36693094736843 36.33958268421052, 127.36928901818182 36.34575356363637)",3,2019-11-1 20:00:00
87,"LINESTRING (127.34884605000002 36.354509650000004, 127.34821208510631 36.349695808510624)",3,2019-11-1 20:00:00
88,"LINESTRING (127.34749191304348 36.342273478260864, 127.349006625 36.33447654166667)",2,2019-11-1 20:00:00
89,"LINESTRING (127.349006625 36.33447654166667, 127.3472444 36.331758199999996)",2,2019-11-1 20:00:00
90,"LINESTRING (127.349006625 36.33447654166667, 127.34749191304348 36.342273478260864)",4,2019-11-1 20:00:00
91,"LINESTRING (127.34749191304348 36.342273478260864, 127.34821208510631 36.349695808510624)",4,2019-11-1 20:00:00
92,"LINESTRING (127.3302321818182 36.3514249090909, 127.33198876923076 36.35719273076923)",4,2019-11-1 20:00:00
93,"LINESTRING (127.33198876923076 36.35719273076923, 127.32609739999998 36.359436300000006)",2,2019-11-1 20:00:00
94,"LINESTRING (127.32609739999998 36.359436300000006, 127.31862375 36.35939175)",1,2019-11-1 20:00:00
95,"LINESTRING (127.35807034545455 36.361259999999994, 127.35852499999999 36.35456785483873)",1,2019-11-1 20:00:00
96,"LINESTRING (127.36989105555556 36.3579876111111, 127.36941216923076 36.35256150769229)",2,2019-11-1 20:00:00
97,"LINESTRING (127.34749191304348 36.342273478260864, 127.34044566666667 36.34346566666667)",1,2019-11-1 20:00:00
98,"LINESTRING (127.34044566666667 36.34346566666667, 127.33398866666668 36.342959666666665)",1,2019-11-1 20:00:00
99,"LINESTRING (127.33398866666668 36.342959666666665, 127.33535166666667 36.33811133333333)",1,2019-11-1 20:00:00
100,"LINESTRING (127.33535166666667 36.33811133333333, 127.33852655555555 36.332247111111116)",1,2019-11-1 20:00:00
101,"LINESTRING (127.32609739999998 36.359436300000006, 127.3270279 36.3673537)",1,2019-11-1 20:00:00
102,"LINESTRING (127.36693094736843 36.33958268421052, 127.36870011111111 36.334413111111104)",2,2019-11-1 20:00:00
103,"LINESTRING (127.33301833333336 36.365890416666666, 127.33777995454547 36.360439727272734)",2,2019-11-1 20:00:00
104,"LINESTRING (127.33777995454547 36.360439727272734, 127.33301833333336 36.365890416666666)",2,2019-11-1 20:00:00
105,"LINESTRING (127.34399532432431 36.360472959459464, 127.34304880000002 36.35478489090908)",7,2019-11-1 20:00:00
106,"LINESTRING (127.34044566666667 36.34346566666667, 127.33904937142854 36.34903008571428)",4,2019-11-1 20:00:00
107,"LINESTRING (127.34884605000002 36.354509650000004, 127.34814300000001 36.35941338461539)",2,2019-11-1 20:00:00
108,"LINESTRING (127.33892928571429 36.363657857142854, 127.34814300000001 36.35941338461539)",1,2019-11-1 20:00:00
109,"LINESTRING (127.35303427586213 36.359040568965526, 127.3625075675676 36.35858178378378)",1,2019-11-1 20:00:00
110,"LINESTRING (127.3625075675676 36.35858178378378, 127.35303427586213 36.359040568965526)",1,2019-11-1 20:00:00
111,"LINESTRING (127.3625075675676 36.35858178378378, 127.36373760465116 36.36491799999999)",2,2019-11-1 20:00:00
112,"LINESTRING (127.3198698125 36.3418465, 127.31812 36.332256)",1,2019-11-1 20:00:00
113,"LINESTRING (127.31812 36.332256, 127.32513166666666 36.332201)",1,2019-11-1 20:00:00
114,"LINESTRING (127.32513166666666 36.332201, 127.33255557142856 36.33255042857143)",2,2019-11-1 20:00:00
115,"LINESTRING (127.3472444 36.331758199999996, 127.34749191304348 36.342273478260864)",1,2019-11-1 20:00:00
116,"LINESTRING (127.34749191304348 36.342273478260864, 127.3472444 36.331758199999996)",1,2019-11-1 20:00:00
117,"LINESTRING (127.34304880000002 36.35478489090908, 127.34821208510631 36.349695808510624)",3,2019-11-1 20:00:00
118,"LINESTRING (127.36373760465116 36.36491799999999, 127.3625075675676 36.35858178378378)",2,2019-11-1 20:00:00
119,"LINESTRING (127.34821208510631 36.349695808510624, 127.34304880000002 36.35478489090908)",1,2019-11-1 20:00:00
120,"LINESTRING (127.36870011111111 36.334413111111104, 127.36693094736843 36.33958268421052)",1,2019-11-1 20:00:00
121,"LINESTRING (127.33198876923076 36.35719273076923, 127.3302321818182 36.3514249090909)",2,2019-11-1 20:00:00
122,"LINESTRING (127.3587965 36.364810500000004, 127.35205450000001 36.366957)",1,2019-11-1 20:00:00
123,"LINESTRING (127.35205450000001 36.366957, 127.35303427586213 36.359040568965526)",1,2019-11-1 20:00:00
124,"LINESTRING (127.35303427586213 36.359040568965526, 127.35205450000001 36.366957)",1,2019-11-1 20:00:00
125,"LINESTRING (127.33198876923076 36.35719273076923, 127.33777995454547 36.360439727272734)",5,2019-11-1 20:00:00
126,"LINESTRING (127.33301833333336 36.365890416666666, 127.33892928571429 36.363657857142854)",1,2019-11-1 20:00:00
127,"LINESTRING (127.33907079629623 36.35422407407406, 127.33198876923076 36.35719273076923)",1,2019-11-1 20:00:00
128,"LINESTRING (127.35989911111109 36.33327188888889, 127.36941216923076 36.35256150769229)",1,2019-11-1 20:00:00
129,"LINESTRING (127.34304880000002 36.35478489090908, 127.33904937142854 36.34903008571428)",1,2019-11-1 20:00:00
130,"LINESTRING (127.33904937142854 36.34903008571428, 127.34304880000002 36.35478489090908)",1,2019-11-1 20:00:00
131,"LINESTRING (127.31862375 36.35939175, 127.32609739999998 36.359436300000006)",2,2019-11-1 20:00:00
132,"LINESTRING (127.32609739999998 36.359436300000006, 127.33198876923076 36.35719273076923)",2,2019-11-1 20:00:00
133,"LINESTRING (127.34814300000001 36.35941338461539, 127.34884605000002 36.354509650000004)",2,2019-11-1 20:00:00
134,"LINESTRING (127.31809 36.36678, 127.3270279 36.3673537)",1,2019-11-1 20:00:00
135,"LINESTRING (127.34380941176471 36.3485604117647, 127.34044566666667 36.34346566666667)",1,2019-11-1 20:00:00
136,"LINESTRING (127.34304880000002 36.35478489090908, 127.34884605000002 36.354509650000004)",2,2019-11-1 20:00:00
137,"LINESTRING (127.36928901818182 36.34575356363637, 127.36429832857144 36.354548900000005)",1,2019-11-1 20:00:00
0,"LINESTRING (127.34260085263159 36.354880610526315, 127.3482807 36.35286388333331)",14,2019-11-1 21:00:00
1,"LINESTRING (127.3482807 36.35286388333331, 127.35324060416669 36.350697375)",8,2019-11-1 21:00:00
2,"LINESTRING (127.35324060416669 36.350697375, 127.35816561111106 36.35397712500001)",11,2019-11-1 21:00:00
3,"LINESTRING (127.35816561111106 36.35397712500001, 127.36383748717948 36.35610316666667)",15,2019-11-1 21:00:00
4,"LINESTRING (127.36383748717948 36.35610316666667, 127.36950203875969 36.35242474418607)",20,2019-11-1 21:00:00
5,"LINESTRING (127.36892936363643 36.36550470909091, 127.36393280357147 36.363625000000006)",15,2019-11-1 21:00:00
6,"LINESTRING (127.36393280357147 36.363625000000006, 127.35904750862068 36.35998583620689)",17,2019-11-1 21:00:00
7,"LINESTRING (127.35904750862068 36.35998583620689, 127.35816561111106 36.35397712500001)",3,2019-11-1 21:00:00
8,"LINESTRING (127.35816561111106 36.35397712500001, 127.35324060416669 36.350697375)",12,2019-11-1 21:00:00
9,"LINESTRING (127.35324060416669 36.350697375, 127.3482807 36.35286388333331)",7,2019-11-1 21:00:00
10,"LINESTRING (127.3482807 36.35286388333331, 127.34726607142852 36.347604714285715)",3,2019-11-1 21:00:00
11,"LINESTRING (127.34726607142852 36.347604714285715, 127.34789030769228 36.340587769230766)",5,2019-11-1 21:00:00
12,"LINESTRING (127.34789030769228 36.340587769230766, 127.33956733333333 36.33783666666667)",1,2019-11-1 21:00:00
13,"LINESTRING (127.33956733333333 36.33783666666667, 127.33957145454546 36.33140475757577)",1,2019-11-1 21:00:00
14,"LINESTRING (127.35904750862068 36.35998583620689, 127.3538867666667 36.35915094444446)",25,2019-11-1 21:00:00
15,"LINESTRING (127.3538867666667 36.35915094444446, 127.34912715151512 36.359194262626275)",26,2019-11-1 21:00:00
16,"LINESTRING (127.34912715151512 36.359194262626275, 127.34447937837834 36.36126637837837)",27,2019-11-1 21:00:00
17,"LINESTRING (127.34447937837834 36.36126637837837, 127.33847267142859 36.36489144285715)",14,2019-11-1 21:00:00
18,"LINESTRING (127.33847267142859 36.36489144285715, 127.33219913888891 36.36645075000001)",10,2019-11-1 21:00:00
19,"LINESTRING (127.33219913888891 36.36645075000001, 127.32607685714287 36.36710428571428)",10,2019-11-1 21:00:00
20,"LINESTRING (127.32607685714287 36.36710428571428, 127.3186894375 36.366946937499996)",9,2019-11-1 21:00:00
21,"LINESTRING (127.34912715151512 36.359194262626275, 127.3482807 36.35286388333331)",4,2019-11-1 21:00:00
22,"LINESTRING (127.3482807 36.35286388333331, 127.34260085263159 36.354880610526315)",13,2019-11-1 21:00:00
23,"LINESTRING (127.34260085263159 36.354880610526315, 127.34447937837834 36.36126637837837)",12,2019-11-1 21:00:00
24,"LINESTRING (127.33847267142859 36.36489144285715, 127.33673391666665 36.36003550000001)",6,2019-11-1 21:00:00
25,"LINESTRING (127.33673391666665 36.36003550000001, 127.33847267142859 36.36489144285715)",7,2019-11-1 21:00:00
26,"LINESTRING (127.33673391666665 36.36003550000001, 127.33143115 36.357087650000004)",4,2019-11-1 21:00:00
27,"LINESTRING (127.33143115 36.357087650000004, 127.33782520408162 36.35459920408164)",3,2019-11-1 21:00:00
28,"LINESTRING (127.33782520408162 36.35459920408164, 127.34260085263159 36.354880610526315)",12,2019-11-1 21:00:00
29,"LINESTRING (127.34447937837834 36.36126637837837, 127.34912715151512 36.359194262626275)",29,2019-11-1 21:00:00
30,"LINESTRING (127.33847267142859 36.36489144285715, 127.36207363636363 36.36713063636364)",1,2019-11-1 21:00:00
31,"LINESTRING (127.36207363636363 36.36713063636364, 127.36393280357147 36.363625000000006)",6,2019-11-1 21:00:00
32,"LINESTRING (127.36950203875969 36.35242474418607, 127.36925423214288 36.35756117857143)",6,2019-11-1 21:00:00
33,"LINESTRING (127.36925423214288 36.35756117857143, 127.36383748717948 36.35610316666667)",14,2019-11-1 21:00:00
34,"LINESTRING (127.36383748717948 36.35610316666667, 127.36925423214288 36.35756117857143)",16,2019-11-1 21:00:00
35,"LINESTRING (127.36383748717948 36.35610316666667, 127.35816561111106 36.35397712500001)",17,2019-11-1 21:00:00
36,"LINESTRING (127.33782520408162 36.35459920408164, 127.34013162857141 36.34916617142856)",1,2019-11-1 21:00:00
37,"LINESTRING (127.34013162857141 36.34916617142856, 127.34260085263159 36.354880610526315)",5,2019-11-1 21:00:00
38,"LINESTRING (127.36383748717948 36.35610316666667, 127.35904750862068 36.35998583620689)",12,2019-11-1 21:00:00
39,"LINESTRING (127.33219913888891 36.36645075000001, 127.33847267142859 36.36489144285715)",6,2019-11-1 21:00:00
40,"LINESTRING (127.36965899999998 36.334388749999995, 127.3606478 36.3335616)",1,2019-11-1 21:00:00
41,"LINESTRING (127.3186894375 36.366946937499996, 127.32607685714287 36.36710428571428)",4,2019-11-1 21:00:00
42,"LINESTRING (127.32607685714287 36.36710428571428, 127.33219913888891 36.36645075000001)",5,2019-11-1 21:00:00
43,"LINESTRING (127.33847267142859 36.36489144285715, 127.34447937837834 36.36126637837837)",8,2019-11-1 21:00:00
44,"LINESTRING (127.34447937837834 36.36126637837837, 127.34260085263159 36.354880610526315)",5,2019-11-1 21:00:00
45,"LINESTRING (127.3482807 36.35286388333331, 127.34912715151512 36.359194262626275)",4,2019-11-1 21:00:00
46,"LINESTRING (127.34912715151512 36.359194262626275, 127.34260085263159 36.354880610526315)",6,2019-11-1 21:00:00
47,"LINESTRING (127.34260085263159 36.354880610526315, 127.34013162857141 36.34916617142856)",2,2019-11-1 21:00:00
48,"LINESTRING (127.34013162857141 36.34916617142856, 127.33364023999998 36.349539320000005)",5,2019-11-1 21:00:00
49,"LINESTRING (127.33364023999998 36.349539320000005, 127.32924983333334 36.35127411111111)",4,2019-11-1 21:00:00
50,"LINESTRING (127.32924983333334 36.35127411111111, 127.32588155555553 36.347741703703704)",7,2019-11-1 21:00:00
51,"LINESTRING (127.32588155555553 36.347741703703704, 127.32053954545454 36.34279054545454)",5,2019-11-1 21:00:00
52,"LINESTRING (127.32053954545454 36.34279054545454, 127.31868824999998 36.339180375000005)",3,2019-11-1 21:00:00
53,"LINESTRING (127.31868824999998 36.339180375000005, 127.32053954545454 36.34279054545454)",4,2019-11-1 21:00:00
54,"LINESTRING (127.32053954545454 36.34279054545454, 127.32588155555553 36.347741703703704)",5,2019-11-1 21:00:00
55,"LINESTRING (127.32588155555553 36.347741703703704, 127.32924983333334 36.35127411111111)",7,2019-11-1 21:00:00
56,"LINESTRING (127.32924983333334 36.35127411111111, 127.33364023999998 36.349539320000005)",5,2019-11-1 21:00:00
57,"LINESTRING (127.33364023999998 36.349539320000005, 127.34013162857141 36.34916617142856)",8,2019-11-1 21:00:00
58,"LINESTRING (127.34260085263159 36.354880610526315, 127.34912715151512 36.359194262626275)",3,2019-11-1 21:00:00
59,"LINESTRING (127.34447937837834 36.36126637837837, 127.33673391666665 36.36003550000001)",1,2019-11-1 21:00:00
60,"LINESTRING (127.33673391666665 36.36003550000001, 127.33782520408162 36.35459920408164)",8,2019-11-1 21:00:00
61,"LINESTRING (127.36920008955221 36.345562283582105, 127.36950203875969 36.35242474418607)",12,2019-11-1 21:00:00
62,"LINESTRING (127.36920008955221 36.345562283582105, 127.36686165217387 36.33760973913043)",4,2019-11-1 21:00:00
63,"LINESTRING (127.36686165217387 36.33760973913043, 127.36965899999998 36.334388749999995)",5,2019-11-1 21:00:00
64,"LINESTRING (127.34912715151512 36.359194262626275, 127.3538867666667 36.35915094444446)",25,2019-11-1 21:00:00
65,"LINESTRING (127.3538867666667 36.35915094444446, 127.35904750862068 36.35998583620689)",24,2019-11-1 21:00:00
66,"LINESTRING (127.35904750862068 36.35998583620689, 127.36383748717948 36.35610316666667)",18,2019-11-1 21:00:00
67,"LINESTRING (127.36950203875969 36.35242474418607, 127.36383748717948 36.35610316666667)",21,2019-11-1 21:00:00
68,"LINESTRING (127.36925423214288 36.35756117857143, 127.36950203875969 36.35242474418607)",7,2019-11-1 21:00:00
69,"LINESTRING (127.36950203875969 36.35242474418607, 127.36920008955221 36.345562283582105)",10,2019-11-1 21:00:00
70,"LINESTRING (127.35904750862068 36.35998583620689, 127.36393280357147 36.363625000000006)",10,2019-11-1 21:00:00
71,"LINESTRING (127.36393280357147 36.363625000000006, 127.36892936363643 36.36550470909091)",11,2019-11-1 21:00:00
72,"LINESTRING (127.36686165217387 36.33760973913043, 127.3606478 36.3335616)",3,2019-11-1 21:00:00
73,"LINESTRING (127.3606478 36.3335616, 127.35446216666666 36.33219591666667)",2,2019-11-1 21:00:00
74,"LINESTRING (127.35446216666666 36.33219591666667, 127.34763963636365 36.33256918181817)",5,2019-11-1 21:00:00
75,"LINESTRING (127.34763963636365 36.33256918181817, 127.33957145454546 36.33140475757577)",3,2019-11-1 21:00:00
76,"LINESTRING (127.33957145454546 36.33140475757577, 127.34763963636365 36.33256918181817)",4,2019-11-1 21:00:00
77,"LINESTRING (127.34763963636365 36.33256918181817, 127.35446216666666 36.33219591666667)",2,2019-11-1 21:00:00
78,"LINESTRING (127.35446216666666 36.33219591666667, 127.3606478 36.3335616)",2,2019-11-1 21:00:00
79,"LINESTRING (127.3606478 36.3335616, 127.36686165217387 36.33760973913043)",1,2019-11-1 21:00:00
80,"LINESTRING (127.36965899999998 36.334388749999995, 127.36686165217387 36.33760973913043)",6,2019-11-1 21:00:00
81,"LINESTRING (127.34013162857141 36.34916617142856, 127.33782520408162 36.35459920408164)",2,2019-11-1 21:00:00
82,"LINESTRING (127.33782520408162 36.35459920408164, 127.33673391666665 36.36003550000001)",9,2019-11-1 21:00:00
83,"LINESTRING (127.36383748717948 36.35610316666667, 127.3538867666667 36.35915094444446)",1,2019-11-1 21:00:00
84,"LINESTRING (127.34260085263159 36.354880610526315, 127.33782520408162 36.35459920408164)",11,2019-11-1 21:00:00
85,"LINESTRING (127.35324060416669 36.350697375, 127.34726607142852 36.347604714285715)",6,2019-11-1 21:00:00
86,"LINESTRING (127.34726607142852 36.347604714285715, 127.35324060416669 36.350697375)",4,2019-11-1 21:00:00
87,"LINESTRING (127.34789030769228 36.340587769230766, 127.34726607142852 36.347604714285715)",1,2019-11-1 21:00:00
88,"LINESTRING (127.34789030769228 36.340587769230766, 127.34763963636365 36.33256918181817)",3,2019-11-1 21:00:00
89,"LINESTRING (127.34763963636365 36.33256918181817, 127.34789030769228 36.340587769230766)",1,2019-11-1 21:00:00
90,"LINESTRING (127.34726607142852 36.347604714285715, 127.34013162857141 36.34916617142856)",5,2019-11-1 21:00:00
91,"LINESTRING (127.34013162857141 36.34916617142856, 127.34726607142852 36.347604714285715)",4,2019-11-1 21:00:00
92,"LINESTRING (127.33673391666665 36.36003550000001, 127.33219913888891 36.36645075000001)",2,2019-11-1 21:00:00
93,"LINESTRING (127.36393280357147 36.363625000000006, 127.36207363636363 36.36713063636364)",3,2019-11-1 21:00:00
94,"LINESTRING (127.36383748717948 36.35610316666667, 127.3482807 36.35286388333331)",1,2019-11-1 21:00:00
95,"LINESTRING (127.3538867666667 36.35915094444446, 127.3482807 36.35286388333331)",3,2019-11-1 21:00:00
96,"LINESTRING (127.33143115 36.357087650000004, 127.32924983333334 36.35127411111111)",3,2019-11-1 21:00:00
97,"LINESTRING (127.32924983333334 36.35127411111111, 127.33143115 36.357087650000004)",2,2019-11-1 21:00:00
98,"LINESTRING (127.31868824999998 36.339180375000005, 127.31830233333335 36.332273111111114)",1,2019-11-1 21:00:00
99,"LINESTRING (127.31830233333335 36.332273111111114, 127.32493409090911 36.332265909090914)",3,2019-11-1 21:00:00
100,"LINESTRING (127.32493409090911 36.332265909090914, 127.33183975 36.33220875)",3,2019-11-1 21:00:00
101,"LINESTRING (127.33183975 36.33220875, 127.33957145454546 36.33140475757577)",3,2019-11-1 21:00:00
102,"LINESTRING (127.34763963636365 36.33256918181817, 127.3606478 36.3335616)",2,2019-11-1 21:00:00
103,"LINESTRING (127.3606478 36.3335616, 127.36965899999998 36.334388749999995)",1,2019-11-1 21:00:00
104,"LINESTRING (127.31818600000001 36.35930533333333, 127.3241055 36.359347)",2,2019-11-1 21:00:00
105,"LINESTRING (127.3241055 36.359347, 127.33143115 36.357087650000004)",2,2019-11-1 21:00:00
106,"LINESTRING (127.33143115 36.357087650000004, 127.33673391666665 36.36003550000001)",4,2019-11-1 21:00:00
107,"LINESTRING (127.36925423214288 36.35756117857143, 127.36892936363643 36.36550470909091)",2,2019-11-1 21:00:00
108,"LINESTRING (127.36892936363643 36.36550470909091, 127.36925423214288 36.35756117857143)",2,2019-11-1 21:00:00
109,"LINESTRING (127.36925423214288 36.35756117857143, 127.36393280357147 36.363625000000006)",2,2019-11-1 21:00:00
110,"LINESTRING (127.36393280357147 36.363625000000006, 127.36383748717948 36.35610316666667)",2,2019-11-1 21:00:00
111,"LINESTRING (127.34447937837834 36.36126637837837, 127.36393280357147 36.363625000000006)",1,2019-11-1 21:00:00
112,"LINESTRING (127.36950203875969 36.35242474418607, 127.36965899999998 36.334388749999995)",1,2019-11-1 21:00:00
113,"LINESTRING (127.36686165217387 36.33760973913043, 127.35446216666666 36.33219591666667)",2,2019-11-1 21:00:00
114,"LINESTRING (127.33957145454546 36.33140475757577, 127.33183975 36.33220875)",1,2019-11-1 21:00:00
115,"LINESTRING (127.33183975 36.33220875, 127.32493409090911 36.332265909090914)",1,2019-11-1 21:00:00
116,"LINESTRING (127.32493409090911 36.332265909090914, 127.31830233333335 36.332273111111114)",2,2019-11-1 21:00:00
117,"LINESTRING (127.36892936363643 36.36550470909091, 127.35904750862068 36.35998583620689)",1,2019-11-1 21:00:00
118,"LINESTRING (127.35904750862068 36.35998583620689, 127.36892936363643 36.36550470909091)",1,2019-11-1 21:00:00
119,"LINESTRING (127.36686165217387 36.33760973913043, 127.36920008955221 36.345562283582105)",2,2019-11-1 21:00:00
120,"LINESTRING (127.36950203875969 36.35242474418607, 127.35446216666666 36.33219591666667)",1,2019-11-1 21:00:00
121,"LINESTRING (127.34763963636365 36.33256918181817, 127.34789749999999 36.327707249999996)",3,2019-11-1 21:00:00
122,"LINESTRING (127.33782520408162 36.35459920408164, 127.33143115 36.357087650000004)",2,2019-11-1 21:00:00
123,"LINESTRING (127.32053954545454 36.34279054545454, 127.31830233333335 36.332273111111114)",1,2019-11-1 21:00:00
124,"LINESTRING (127.36383748717948 36.35610316666667, 127.36393280357147 36.363625000000006)",1,2019-11-1 21:00:00
125,"LINESTRING (127.34260085263159 36.354880610526315, 127.33364023999998 36.349539320000005)",1,2019-11-1 21:00:00
126,"LINESTRING (127.35816561111106 36.35397712500001, 127.3482807 36.35286388333331)",1,2019-11-1 21:00:00
127,"LINESTRING (127.3482807 36.35286388333331, 127.35816561111106 36.35397712500001)",1,2019-11-1 21:00:00
128,"LINESTRING (127.35904750862068 36.35998583620689, 127.355732 36.366619)",1,2019-11-1 21:00:00
129,"LINESTRING (127.355732 36.366619, 127.35904750862068 36.35998583620689)",1,2019-11-1 21:00:00
130,"LINESTRING (127.32924983333334 36.35127411111111, 127.34013162857141 36.34916617142856)",1,2019-11-1 21:00:00
131,"LINESTRING (127.34013162857141 36.34916617142856, 127.32924983333334 36.35127411111111)",1,2019-11-1 21:00:00
132,"LINESTRING (127.33673391666665 36.36003550000001, 127.34447937837834 36.36126637837837)",1,2019-11-1 21:00:00
133,"LINESTRING (127.3186894375 36.366946937499996, 127.31830233333335 36.332273111111114)",1,2019-11-1 21:00:00
134,"LINESTRING (127.36383748717948 36.35610316666667, 127.34260085263159 36.354880610526315)",1,2019-11-1 21:00:00
135,"LINESTRING (127.3482807 36.35286388333331, 127.3538867666667 36.35915094444446)",2,2019-11-1 21:00:00
136,"LINESTRING (127.33957145454546 36.33140475757577, 127.32493409090911 36.332265909090914)",1,2019-11-1 21:00:00
137,"LINESTRING (127.33219913888891 36.36645075000001, 127.33673391666665 36.36003550000001)",1,2019-11-1 21:00:00
138,"LINESTRING (127.33782520408162 36.35459920408164, 127.33364023999998 36.349539320000005)",1,2019-11-1 21:00:00
139,"LINESTRING (127.33847267142859 36.36489144285715, 127.34568 36.368185)",1,2019-11-1 21:00:00
140,"LINESTRING (127.34568 36.368185, 127.34447937837834 36.36126637837837)",1,2019-11-1 21:00:00
141,"LINESTRING (127.35816561111106 36.35397712500001, 127.35904750862068 36.35998583620689)",1,2019-11-1 21:00:00
142,"LINESTRING (127.3186894375 36.366946937499996, 127.31818600000001 36.35930533333333)",1,2019-11-1 21:00:00
143,"LINESTRING (127.36207363636363 36.36713063636364, 127.355732 36.366619)",1,2019-11-1 21:00:00
144,"LINESTRING (127.355732 36.366619, 127.36207363636363 36.36713063636364)",1,2019-11-1 21:00:00
145,"LINESTRING (127.36393280357147 36.363625000000006, 127.36950203875969 36.35242474418607)",1,2019-11-1 21:00:00
0,"LINESTRING (127.34758696000003 36.331209619999996, 127.35396922222223 36.332123722222235)",8,2019-11-1 22:00:00
1,"LINESTRING (127.35396922222223 36.332123722222235, 127.35895393333332 36.33299339999999)",7,2019-11-1 22:00:00
2,"LINESTRING (127.35895393333332 36.33299339999999, 127.36802979487176 36.335324564102564)",2,2019-11-1 22:00:00
3,"LINESTRING (127.36802979487176 36.335324564102564, 127.36670123529412 36.34082864705882)",10,2019-11-1 22:00:00
4,"LINESTRING (127.36670123529412 36.34082864705882, 127.369269637931 36.344972017241375)",9,2019-11-1 22:00:00
